rank_nsig3,rank_all,pert_iname_lower,best_score,median_score,n_sigs
516,520,ly-341495,-0.2754201,-0.0517393,19
517,521,flubendazole,-0.2754142,-0.0721212,15
518,522,fostamatinib,-0.27536932,-0.0120184515,107
519,523,pg-9,-0.27533433,0.036466233,19
520,524,stk-721917,-0.2753281,-0.10783765,101
521,525,brd-k07276035,-0.27525482,-0.0072263293,8
522,526,brd-k56477805,-0.27521756,-0.029157553,74
523,527,brd-k75065443,-0.27517056,0.07785241,8
524,528,bucladesine,-0.2751656,-0.022141919,132
525,529,rs-23597-190,-0.27483404,-0.07603444,59
526,530,brd-k35004659,-0.27478808,-0.016010143,17
527,531,sj-172550,-0.27474853,-0.07767169,59
528,532,brd-k14744524,-0.27465072,0.072091244,3
529,533,brd-k46791751,-0.27455348,-0.01899932,46
530,534,brd-k28040935,-0.27425495,-0.05115448,12
531,535,androstenol,-0.27421787,-0.033799153,24
532,536,tofacitinib,-0.27410233,0.021219574,17
533,537,azasetron,-0.2740491,-0.054052934,30
534,538,ethambutol,-0.2740149,0.018465905,16
535,539,brd-a11512624,-0.27400303,0.10102735,11
536,540,elvitegravir,-0.27391762,0.093281925,14
537,541,sa-423167,-0.27388403,-0.06415722,24
538,542,racecadotril,-0.2738109,0.01672354,34
539,543,huperzine-a,-0.2737814,-0.049372006,43
540,544,sa-1973509,-0.27346426,0.0063194553,27
541,545,ku-c103868,-0.27344963,-0.025035847,12
542,546,entinostat,-0.27344862,-0.05561567,131
543,547,tl-aa09,-0.27341765,-0.042662468,42
544,548,sgx523,-0.2733844,-0.12538888,48
545,549,ziprasidone,-0.27334705,-0.048222125,18
546,550,rs-100329,-0.27333942,-0.0120592555,19
547,551,brd-k08447949,-0.27331442,-0.02965799,12
548,552,brd-a73929928,-0.27316633,0.083570056,11
549,553,brd-k31260488,-0.27314055,-0.16834873,13
550,554,manumycin-a,-0.27313372,0.028276645,145
551,555,alw-ii-49-7,-0.2730647,-0.06769577,65
552,556,brd-k54018158,-0.27278623,-0.041018076,15
553,557,sa-418267,-0.27278328,-0.1626322,12
554,558,brd-k21109208,-0.27277023,0.007939775,6
555,559,arp-101,-0.27276456,-0.018195814,90
556,560,10-hydroxycamptothecin,-0.27271855,-0.0605818,11
557,561,guanaben-acetate,-0.2726668,-0.033705473,23
558,562,chembl-374350,-0.27257162,-0.010509129,72
559,563,mek1-2-inhibitor,-0.2723968,0.04300007,19
560,564,ranitidine,-0.27239102,0.0147903245,64
561,565,isoreserpine,-0.2723721,-0.060221575,19
562,566,minoxidil,-0.27228048,-0.003737412,98
563,567,brd-k14833463,-0.2722432,-0.066802405,17
564,568,brd-k37088230,-0.2722124,-0.045488577,13
565,569,fti-276,-0.2722106,-0.014773631,95
566,570,xaliproden,-0.27208558,0.011484523,19
567,571,vu-0400195-3,-0.2718925,-0.076607384,13
568,572,promazine,-0.2718446,-0.021528795,86
569,573,brd-k41924482,-0.27184403,-0.13741542,17
570,574,sa-102695,-0.27182454,-0.02268637,8
571,575,brd-k82206012,-0.27181235,-0.06880298,24
572,576,brd-k86631041,-0.271773,-0.055259276,29
573,577,brd-k89451433,-0.27175304,-0.10200814,13
574,578,brd-k04156788,-0.271687,-0.025662629,32
575,579,sa-1472321,-0.2716742,-0.08207543,18
576,580,forskolin,-0.2715651,0.013227919,141
577,582,sa-1937516,-0.27142206,0.05079934,12
578,583,sr-95639a,-0.27141157,-0.010385757,23
579,584,brd-k33218708,-0.27138397,-0.10717205,4
580,585,brd-k49061529,-0.27128467,0.09812682,19
581,586,pp-110,-0.27125186,0.13339971,95
582,587,brd-k18351060,-0.27119356,-0.1461287,4
583,588,brd-k21994180,-0.27116218,-0.105475545,8
584,589,brd-k35413818,-0.27112207,-0.13586359,11
585,590,citalopram,-0.27108458,0.038788192,43
586,591,plx-4720,-0.27104524,-0.0411038,99
587,592,tanespimycin,-0.27103144,-0.02966986,198
588,593,sa-427137,-0.27096307,-0.14397441,12
589,594,brd-k69498175,-0.2709491,-0.013047867,4
590,595,brd-a01999384,-0.27092373,-0.04947015,12
591,596,brd-a81936046,-0.2707892,-0.041560058,59
592,597,brd-k50011261,-0.27076775,-0.13711593,6
593,598,dicycloverine,-0.27074105,0.005538759,26
594,599,brd-k51320264,-0.27064508,-0.04608255,26
595,600,brd-k95041551,-0.2706182,0.0021976717,9
596,601,brd-k86182839,-0.27050218,0.0228684,4
597,602,brd-k74155249,-0.27041772,-0.0037635267,13
598,603,temefos,-0.27035108,-0.0288882,19
599,604,stat3-inhibitor-vi,-0.27034783,0.00026638267,59
600,605,olaparib,-0.27028605,0.010125962,179
601,606,brd-k33720394,-0.27022508,-0.02404397,12
602,607,venlafaxine,-0.27016968,-0.027855009,38
603,608,brd-k12744550,-0.2701421,-0.005688174,11
604,610,brd-k74728819,-0.2701264,-0.10153799,11
605,611,brd-k28582709,-0.27002934,-0.071448736,6
606,612,km-00799,-0.2699185,0.036163997,16
607,613,nandrolone,-0.26985252,0.014382049,11
608,614,brd-k41513229,-0.26985046,0.038373757,11
609,615,ketanserin,-0.26982906,-0.024883786,22
610,616,sa-1463785,-0.26980078,-0.02093063,18
611,617,sa-1919875,-0.2697518,-0.038412113,17
612,619,brd-k16057611,-0.26957732,-0.06300282,17
613,620,barasertib-hqpa,-0.26952282,-0.015872568,166
614,621,azaperone,-0.2694848,0.014463248,27
615,623,sa-1459830,-0.26943642,0.13424228,15
616,624,sid-26681509,-0.26940018,0.004040105,94
617,625,sa-1922261,-0.26930758,-0.014523192,17
618,626,brd-k14340219,-0.26917657,-0.09909089,13
619,627,ugiss-186,-0.26914963,-0.009263975,17
620,628,lawsone,-0.26914376,-0.0010488619,19
621,629,wortmannin,-0.26913252,0.07710413,997
622,630,sulmazole,-0.26913178,0.028980406,19
623,631,brd-k58191509,-0.26908413,0.11889285,13
624,632,brd-k62473229,-0.26905993,-0.033272743,22
625,633,brd-k20332840,-0.26905388,0.086738475,9
626,634,brd-k36489877,-0.2689833,0.039730746,8
627,635,brd-k32112425,-0.26896736,0.029917859,24
628,636,metrizamide,-0.26887724,0.0156081,19
629,637,sa-417716,-0.26885518,-0.12210922,12
630,638,gossypetin,-0.26882473,-0.13380104,40
631,639,artemether,-0.26880664,-0.053948607,10
632,640,brd-k43581698,-0.26867118,-0.05596139,17
633,641,sa-1455884,-0.2685963,-0.12557739,8
634,642,"16,16-dimethylprostaglandin-e2",-0.26857018,-0.07461351,59
635,643,brd-k41087962,-0.26856452,0.028764997,59
636,644,brd-a43126523,-0.26851302,0.029979797,15
637,645,brd-k87640646,-0.26842597,-0.1772889,5
638,646,brd-k82594686,-0.26835352,0.09976072,13
639,647,sa-1458610,-0.26814497,-0.05528665,12
640,648,pravastatin,-0.26800826,-0.0031942362,78
641,649,brd-k02170312,-0.2679979,0.065124236,4
642,650,neostigmine,-0.26798713,-0.10503793,4
643,651,brd-k00551481,-0.2679275,-0.010895876,17
644,653,gw-7647,-0.2679033,0.033272807,28
645,654,ici-199441,-0.26788142,-0.023025012,19
646,655,sa-1463838,-0.26786217,-0.08602399,7
647,656,brd-k98991361,-0.26785067,-0.034461223,30
648,657,sa-441181,-0.26783478,-0.07458511,8
649,658,brd-k42357106,-0.26783141,0.0324099,6
650,659,dm-161,-0.267793,0.0043471865,12
651,660,brd-k96403486,-0.26776078,-0.041324276,17
652,661,brd-k73602693,-0.26771864,-0.16685852,8
653,662,brd-k99756483,-0.2677156,0.051036224,13
654,663,vu-0420363-1,-0.2676694,-0.083409265,12
655,664,talniflumate,-0.26766202,-0.000623582,19
656,665,disopyramide,-0.26758584,-0.017813418,37
657,666,mosapride,-0.2674672,0.09208623,29
658,667,fenretinide,-0.2674557,-0.037705164,79
659,668,brd-k23384658,-0.26742914,-0.124940634,4
660,669,sulindac,-0.26741523,-0.018948205,42
661,671,m-chlorophenylbiguanide,-0.2673336,-0.042688172,19
662,672,brd-k02216544,-0.2672448,-0.054710247,12
663,673,brd-a38793261,-0.26722926,-0.11539161,12
664,674,sa-1920722,-0.2672016,-0.104926586,8
665,675,brd-k87113270,-0.26719108,-0.06629286,13
666,676,brd-k75969390,-0.26713845,0.17918262,4
667,677,bms-191011,-0.26710725,-0.014556851,78
668,678,brd-k55996983,-0.2671009,-0.14750792,11
669,679,thiotepa,-0.26704657,-0.06433224,23
670,680,brd-k30511626,-0.2669431,-0.06456924,17
671,681,biperiden,-0.26694253,0.026415488,42
672,682,brd-k98327170,-0.266912,-0.15595016,4
673,683,brd-k34547533,-0.26688656,0.013851296,11
674,684,brd-k67619794,-0.26684862,-0.10587313,12
675,685,pimethixene,-0.26675436,-0.06137331,3
676,686,ncs-382,-0.26672634,-0.0064757606,42
677,687,vuf-5681,-0.26670793,-0.09357706,19
678,688,brd-k80019738,-0.26670784,-0.01802871,4
679,689,sa-1457945,-0.26669025,-0.008400563,26
680,690,probenecid,-0.26664984,-0.07807219,34
681,691,brd-k55034844,-0.26658523,-0.09882649,13
682,692,alw-ii-38-3,-0.26655507,-0.01866505,65
683,693,dipyridamole,-0.26648444,-0.016072012,37
684,694,lenalidomide,-0.26647997,-0.051616136,76
685,695,brd-k31427141,-0.26647493,0.034148905,6
686,696,parthenolide,-0.26646397,0.013650257,174
687,697,nsc-632839,-0.2664554,-0.069243014,125
688,698,brd-k50521229,-0.2664498,-0.07665705,13
689,699,alrestatin,-0.26632854,-0.06204899,23
690,700,brd-k88844437,-0.2662709,-0.14698812,4
691,701,brd-k10087454,-0.2662663,0.047216855,13
692,702,terreic-acid-(-),-0.2662325,-0.048244752,24
693,703,brd-k76926998,-0.26618025,0.027108852,17
694,704,anacardic-acid,-0.26613933,-0.016262783,6
695,705,sa-1457103,-0.26609993,-0.07985585,8
696,706,rifaximin,-0.26609346,-0.08410675,11
697,707,fenbufen,-0.26595965,0.03453439,26
698,708,brd-k59754458,-0.2659241,-0.03971178,13
699,710,brd-k51511759,-0.26587054,-0.052382927,4
700,711,rifapentine,-0.26580852,-0.01684653,28
701,712,brd-k46792957,-0.2657484,-0.23539665,3
702,714,salsolinol,-0.26567703,-0.021914024,29
703,715,km-04644sc,-0.26545724,0.043830603,13
704,716,tubocurarine,-0.26545635,-0.026856482,42
705,718,brd-k85449516,-0.26532185,-0.022080678,3
706,719,brd-k42427050,-0.26525664,-0.05787106,7
707,720,selegiline,-0.26524734,-0.024551496,26
708,721,pindolol,-0.26519594,-0.078404486,26
709,722,rs-67333,-0.2651661,-0.051145732,19
710,723,brd-k51774655,-0.26499197,-0.017847948,13
711,724,a-443644,-0.26495075,0.15095182,59
712,725,brd-k28774715,-0.26494473,-0.055792548,30
713,726,brd-k53335770,-0.2649099,-0.058947824,13
714,727,brd-k70751730,-0.26490113,-0.11805173,13
715,728,brl-37344,-0.26482987,-0.025698595,19
716,729,norgestimate,-0.2648136,-0.058371566,27
717,730,carbenoxolone,-0.26465672,-0.038437363,42
718,731,gw-9662,-0.26463747,0.036705017,31
719,732,brd-k47586560,-0.2646142,-0.11058823,11
720,733,rondual-kinase-inhibitor,-0.26460266,-0.11279033,48
721,734,brd-k82927587,-0.26458293,-0.02765689,12
722,735,ku-c103656,-0.26457465,-0.07512874,13
723,736,ly-344864,-0.26455238,-0.010434065,15
724,737,brd-k42251804,-0.26449895,-0.02330524,5
725,738,sa-1456751,-0.2644887,0.043357678,22
726,739,clopamide,-0.2644871,-0.009313179,3
727,740,xl-147,-0.26444328,0.062196918,18
728,741,guanadrel,-0.26440734,0.019200593,4
729,742,nilotinib,-0.26435685,-0.046337403,120
730,743,brd-k48505466,-0.2643161,-0.10293221,4
731,744,sa-1973497,-0.2642859,-0.026449727,27
732,745,brd-k00640357,-0.26427767,-0.033408154,101
733,746,brd-k66224104,-0.26414534,-0.08653285,17
734,747,sa-1939938,-0.26412418,0.19803794,12
735,748,diflunisal,-0.2641235,0.006030151,37
736,749,brd-k80832690,-0.2638862,-0.114480786,4
737,750,brd-k88059273,-0.26385787,0.040538643,13
738,751,brd-k93138145,-0.26382995,0.0036376726,4
739,752,brd-k62459624,-0.2638273,0.099722125,33
740,753,chelidonine,-0.2638011,0.026042236,23
741,754,xmd-885,-0.26378787,-0.045692533,66
742,755,sa-1473648,-0.26374623,-0.047515288,12
743,756,niclosamide,-0.26372617,-0.01396201,139
744,757,brd-k68097207,-0.26371273,0.06027873,13
745,758,ku-c104127,-0.26368192,-0.00051826175,12
746,759,palmitoylethanolamide,-0.26351628,-0.108649276,19
747,760,tyrphostin-ag-18,-0.26348144,-0.0025405134,19
748,761,brd-k20931972,-0.26344138,-0.024629427,3
749,762,bcl2-inhibitor,-0.26336947,-0.00042353198,27
750,763,mst-312,-0.2633604,-0.011978613,51
751,764,mw-shh-250,-0.26335064,-0.06991737,101
752,765,brd-k97631938,-0.26324528,-0.01561319,17
753,766,pf-562271,-0.26322156,0.018187689,63
754,767,sa-1939126,-0.26317194,0.12556888,12
755,768,chloroquine,-0.2631342,-0.048929382,127
756,769,brd-k08630646,-0.26310965,0.024377823,17
757,770,sa-419172,-0.26310837,-0.1228531,12
758,771,brd-a96746500,-0.26310328,-0.0020032725,12
759,772,brd-k06020002,-0.2630608,0.06605709,32
760,773,brd-k83920942,-0.26305962,-0.13953492,4
761,774,brd-k11088254,-0.26288903,-0.09342013,9
762,775,norketamine,-0.262876,-0.011791511,19
763,776,niguldipine,-0.26280823,0.002411087,82
764,777,brd-k08451418,-0.2627897,-0.06250965,59
765,778,brd-k19922318,-0.26278898,-0.05818301,59
766,779,brd-k01621458,-0.26277563,0.00071440695,96
767,780,pipamperone,-0.26271698,0.05328805,23
768,781,sulfacetamide,-0.26267347,-0.06849931,14
769,782,tebuthiuron,-0.26261476,0.08480946,23
770,783,tipifarnib-p2,-0.26249927,-0.019158287,59
771,784,brd-a36275421,-0.26249582,0.07854814,101
772,785,tacrolimus,-0.2624668,-0.020873252,110
773,786,thenoyltrifluoroacetone,-0.26246557,-0.061626643,25
774,787,brd-k34407242,-0.26246542,-0.22384477,4
775,788,nafcillin,-0.26240575,-0.008290652,30
776,789,wr-216174,-0.2623721,-0.068136975,19
777,790,acetylcysteine,-0.26236498,0.02365527,58
778,791,brd-k84803513,-0.2622364,-0.06891754,17
779,792,fenofibrate,-0.26222607,-0.025868151,22
780,793,brd-k61679744,-0.2622165,-0.05214934,15
781,794,podophyllotoxin,-0.26220936,-0.019021945,49
782,795,brd-k14989056,-0.26219225,-0.0342139,13
783,796,tropisetron,-0.26191798,-0.028106697,49
784,797,nocodazole,-0.26173115,-0.024941701,40
785,798,nicotinamide,-0.2616659,0.06511985,23
786,799,sa-247654,-0.2616641,-0.119342275,11
787,800,saquinavir,-0.2616138,0.039223053,34
788,801,brd-k71599932,-0.26156092,-0.06922963,13
789,802,brd-k91745259,-0.26152888,-0.041814197,9
790,803,sa-1455938,-0.2615083,0.16242266,8
791,804,brd-k54051742,-0.2614901,0.04945436,12
792,805,sa-1462678,-0.26141796,0.017189285,12
793,806,xmd-892,-0.26140904,-0.013046914,65
794,807,cinacalcet,-0.26137915,-0.05422262,18
795,808,navitoclax,-0.26136023,-0.027643202,59
796,809,fumonisin-b1,-0.2613403,-0.019441802,59
797,810,brd-k00442147,-0.2613208,-0.09276999,13
798,812,probucol,-0.2612711,-0.017633332,22
799,813,brd-k22080587,-0.2612183,0.0010007867,14
800,814,brd-k30704475,-0.26098806,-0.031704437,18
801,815,tivantinib,-0.26098666,-0.088866696,48
802,816,enzalutamide,-0.26098263,-0.034393113,65
803,817,brd-a24054354,-0.26093233,0.0017113041,58
804,818,relcovaptan,-0.26091576,0.042470913,19
805,819,ag-370,-0.26091078,-0.031894475,19
806,820,thiothixene,-0.2608665,-0.00081653195,32
807,822,mepacrine,-0.26079938,0.019765377,111
808,823,brd-a68274214,-0.260771,0.03626707,17
809,824,sa-97343,-0.2607176,0.005746653,12
810,826,triamterene,-0.2605991,-0.057239342,49
811,827,sa-1939936,-0.26058355,0.0793324,24
812,828,roquinimex,-0.26056197,0.04021878,19
813,829,ku-c103885,-0.26050144,0.060680427,12
814,830,brd-k30064966,-0.26048896,0.024989998,59
815,832,androstenedione,-0.2604215,-0.08431354,24
816,833,ly-165163,-0.26040965,-0.0022725903,25
817,834,brd-k84114569,-0.26021236,0.015996626,17
818,835,vx-222,-0.26019543,-0.118264385,18
819,836,trazodone,-0.26015517,-0.0048808493,37
820,837,brd-k19059335,-0.2600976,0.016758833,12
821,838,ikk-2-inhibitor,-0.2600865,-0.06075755,19
822,839,sa-1017940,-0.26008162,-0.10181679,23
823,840,cyclobenzaprine,-0.26006475,-0.07334326,4
824,841,bisacodyl,-0.26004994,-0.0066740643,27
825,842,brd-k46017542,-0.25995585,-0.09270856,12
826,843,brd-k78687850,-0.25994527,0.012750415,13
827,844,canrenoic-acid,-0.25987127,-0.033019476,26
828,845,tolbutamide,-0.25983062,0.011325057,33
829,846,imiquimod,-0.25983006,-0.044731494,65
830,847,brd-k33045404,-0.2597252,-0.051009696,13
831,848,brd-k65774694,-0.25972122,-0.029196845,13
832,849,brd-k41342615,-0.25966597,-0.06827266,8
833,850,pemoline,-0.25964162,-0.005035445,22
834,851,sa-1460192,-0.25962636,-0.06140572,19
835,852,cyclopentene,-0.2596242,-0.06323013,96
836,853,f-1566-0341,-0.25961688,-0.020377064,34
837,854,brd-k72382350,-0.25960305,-0.0020023305,45
838,855,sa-1480001,-0.25956592,-0.06759272,18
839,856,brd-k37226311,-0.2595503,0.119683444,4
840,857,dehydroisoandosterone,-0.2595406,-0.060344994,23
841,859,indapamide,-0.25949714,0.013957214,29
842,860,brd-k59488055,-0.2594307,0.06145842,17
843,861,cgs-12066b,-0.25937468,0.07357965,29
844,862,trap-101,-0.2593522,0.031421535,19
845,863,brd-k41668190,-0.2593364,-0.04983946,18
846,864,brd-k96269157,-0.25931963,0.05115789,4
847,865,chenodeoxycholic-acid,-0.25929913,-0.020944666,27
848,866,wy-01-045,-0.25924307,0.072949626,101
849,867,brd-k46232974,-0.25918445,-0.018896053,9
850,868,xylazine,-0.25918302,-0.0048813634,23
851,869,brd-k47121420,-0.25917774,-0.007590117,8
852,870,nifedipine,-0.25913846,0.025666818,92
853,871,brd-k68211814,-0.259076,-0.1471253,13
854,872,brd-k60202068,-0.25900844,-0.0062190066,15
855,873,brd-k25070860,-0.25899392,-0.053832352,23
856,874,isoxicam,-0.25898856,0.012858463,26
857,875,cefixime,-0.25891042,0.044535663,35
858,876,brd-k71387353,-0.25890452,0.022227861,12
859,877,brd-k67778494,-0.258833,0.021474067,72
860,878,eugenitol,-0.2587494,-0.10974663,19
861,879,phenothiazine,-0.25871736,0.0066722706,93
862,880,teicoplanin,-0.25871593,-0.0289095,18
863,881,pyrazolanthrone,-0.25870782,0.065146275,73
864,882,calpeptin,-0.25868377,0.020438373,78
865,883,iopanoic-acid,-0.2586559,-0.052546177,27
866,884,sa-1922111,-0.2585288,0.057629216,12
867,885,doconexent,-0.2585237,-0.012009146,31
868,886,brd-k85211514,-0.25851873,0.050069902,4
869,887,vegf-receptor-2-kinase-inhibitor-iv,-0.25851274,-0.009957372,8
870,888,brd-k52111234,-0.2584989,-0.17128895,11
871,889,1-benzylimidazole,-0.25843683,-0.06588549,13
872,890,ku-c103904n,-0.25840354,0.0104098385,13
873,891,sa-85764,-0.25832114,0.0015816664,14
874,892,sa-1920453,-0.25831434,-0.014977819,13
875,893,reserpic-acid,-0.25828424,0.0010272943,19
876,894,spb02137,-0.25823534,0.004170158,30
877,895,brd-k45443730,-0.2581878,-0.035110895,15
878,896,pt-630,-0.25812688,-0.08183368,95
879,897,brd-a43640821,-0.25809526,0.033397626,13
880,898,brd-k21635943,-0.2579988,-0.07936311,8
881,899,brd-k46512534,-0.25794613,0.0036853026,5
882,900,nafadotride,-0.2577625,0.03169884,32
883,901,sa-243929,-0.25772977,0.02892444,8
884,902,mdl-73005ef,-0.25770575,-0.05555893,26
885,903,cdk2-5-inhibitor,-0.2576874,0.008024967,19
886,904,sa-1460032,-0.25768712,0.04127591,12
887,905,brd-k94114461,-0.2576651,-0.030275,5
888,906,brd-k88278225,-0.2576384,0.06434473,15
889,907,sa-1459173,-0.2576374,-0.058370154,15
890,908,gw-0742,-0.2576206,-0.022306811,19
891,909,brd-k43267173,-0.2575825,0.02454066,13
892,910,kuc111109n,-0.2575656,0.0024356241,101
893,911,naftifine,-0.25755808,-0.035107963,23
894,912,brd-a96272097,-0.25753853,-0.08891663,17
895,913,brd-k94498396,-0.25750843,0.16046953,8
896,914,fexaramine,-0.25749958,-0.07763362,19
897,915,nvp-aew541,-0.25743312,-0.11755099,48
898,916,brd-a74134989,-0.2574071,-0.03138633,15
899,917,brd-k22129929,-0.25733754,0.026634187,30
900,918,carteolol,-0.25731635,0.0082190465,23
901,919,brd-k08995965,-0.25730306,0.00129788,13
902,920,cp-55940,-0.25729695,-0.0578874,19
903,921,pyroxamide,-0.25729582,-0.033780657,17
904,923,rilmenidine,-0.2572235,-0.03399174,84
905,924,farnesylthioacetic-acid,-0.25721604,-0.07543921,25
906,925,sa-247714,-0.25714016,-0.10783563,25
907,926,ly-294002,-0.25707683,0.030147959,375
908,927,alvespimycin,-0.2570685,-0.023536142,42
909,928,maackiain,-0.25704837,-0.031431597,19
910,930,brd-k67454499,-0.25697997,-0.052507512,5
911,931,sa-424068,-0.25694674,-0.048340283,12
912,932,brd-k82071478,-0.25692135,0.015899101,11
913,933,brd-k85413794,-0.2568822,-0.00092392665,46
914,934,brd-k40655550,-0.2568699,-0.059635244,4
915,935,haloperidol,-0.2568485,0.05871749,31
916,936,xanthohumol,-0.25681567,-0.074608795,18
917,937,meclofenamic-acid,-0.25681043,-1.0396225e-05,33
918,938,mebendazole,-0.25670666,0.06773823,105
919,939,sa-1457188,-0.25667003,-0.1019844,8
920,940,sa-1456220,-0.2566689,-0.007186506,8
921,941,sa-1460110,-0.25664806,0.019164154,19
922,942,iloprost,-0.2566279,-0.0503147,73
923,943,mw-stk33-1a,-0.25662723,-0.063100696,13
924,944,nacl,-0.25662586,0.09424107,12
925,945,skf-96365,-0.25662202,0.020041334,31
926,946,brd-k15428056,-0.25661942,0.08804155,15
927,947,doxylamine,-0.25658482,-0.030162226,37
928,949,brd-k51998148,-0.2565139,-0.11765594,18
929,950,brd-k95551268,-0.2564476,0.06915179,11
930,951,brd-a89049230,-0.25642946,-0.021676995,13
931,952,brd-k39866321,-0.25638652,-0.0047785053,13
932,953,brd-k73400194,-0.25634673,-0.08510727,11
933,954,clonidine,-0.25625342,-0.0153522175,99
934,955,pp-30,-0.2562345,0.03323328,59
935,956,sparfosic-acid,-0.25618884,-0.062023032,59
936,957,farnesylcysteine-methyl-ester,-0.2561356,-0.010133568,24
937,958,tul_xxi035,-0.2561316,-0.10233536,32
938,959,brd-k40949493,-0.25608838,-0.04123705,13
939,960,brd-k57638192,-0.25607505,0.04124592,11
940,961,brd-k75449859,-0.25606918,-0.09454687,7
941,962,sa-1939915,-0.25599927,-0.0955096,8
942,963,niflumic-acid,-0.2559906,-0.0027036201,14
943,964,sa-1456195,-0.25594637,0.14064023,16
944,965,brd-k33591392,-0.2558262,0.051579744,12
945,966,brd-a26962727,-0.25581342,0.0116548855,30
946,967,brd-m04224464,-0.25580585,-0.04693099,6
947,968,saracatinib,-0.25579938,0.04197569,83
948,969,brd-k84855138,-0.255698,-0.00563119,15
949,970,brd-k85147876,-0.25560984,-0.02040723,13
950,971,verapamil,-0.25560173,-0.025434963,98
951,972,qs-11,-0.25557917,-0.07226011,65
952,973,brd-k28036193,-0.25557864,-0.018413454,4
